MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,DEST,DEP_DELAY,DISTANCE,DEP_TIME_M,CRS_ARR_M,Temperature,Humidity,Wind,Wind Speed,Pressure,Condition,sch_dep,sch_arr,TAXI_OUT
11,1,5,3,10,-1,636,323,448,48,58,15,25,29.86,4,9,17,14
11,1,5,3,28,-7,2475,333,531,48,58,15,25,29.86,4,9,17,15
11,1,5,3,20,40,1069,341,482,48,58,15,25,29.86,4,9,17,22
11,1,5,3,30,-2,944,343,513,48,58,15,25,29.86,4,9,17,12
11,1,5,4,1,-4,760,356,499,46,58,15,24,29.91,4,9,17,13
11,1,5,1,36,-1,740,358,460,46,58,15,24,29.91,4,9,17,21
11,1,5,1,28,-1,2475,359,553,46,58,15,24,29.91,4,9,17,26
11,1,5,3,7,-5,301,360,445,46,58,15,24,29.91,4,17,21,11
11,1,5,3,29,0,2465,365,553,46,58,15,24,29.91,4,17,21,25
11,1,5,3,20,3,1069,373,554,46,58,15,24,29.91,4,17,21,29
11,1,5,3,27,-5,2248,376,544,46,58,15,24,29.91,4,17,21,26
11,1,5,1,15,-5,213,379,479,46,58,15,24,29.91,4,17,21,30
11,1,5,1,42,-4,2153,386,546,46,58,15,24,29.91,4,17,21,24
11,1,5,3,56,-3,2586,407,618,46,58,15,24,29.91,4,17,21,17
11,1,5,3,58,108,1598,409,523,46,58,15,24,29.91,4,17,21,16
11,1,5,4,56,-6,2586,414,631,47,59,15,24,30.0,4,17,21,16
11,1,5,4,59,-5,1990,414,620,47,59,15,24,30.0,4,17,21,25
11,1,5,4,4,-5,187,415,502,47,59,15,24,30.0,4,17,21,15
11,1,5,1,56,-3,2586,417,626,47,59,15,24,30.0,4,17,21,18
11,1,5,3,54,-2,718,417,562,47,59,15,24,30.0,4,17,21,14
11,1,5,3,63,-3,209,417,493,47,59,15,24,30.0,4,17,21,21
11,1,5,3,1,0,760,418,572,47,59,15,24,30.0,4,17,21,16
11,1,5,4,32,-2,1029,418,547,47,59,15,24,30.0,4,17,21,34
11,1,5,3,28,-7,2475,418,624,47,59,15,24,30.0,4,17,21,15
11,1,5,4,28,-1,2475,419,605,47,59,15,24,30.0,4,17,21,23
11,1,5,4,55,-2,2422,423,618,47,59,15,24,30.0,4,30,26,24
11,1,5,1,31,4,1089,424,604,47,59,15,24,30.0,4,30,26,24
11,1,5,2,55,-6,2422,424,630,47,59,15,24,30.0,4,30,26,19
11,1,5,2,40,-3,2454,442,640,47,59,15,24,30.0,4,30,26,20
11,1,5,3,64,-2,1005,445,627,47,59,15,24,30.0,4,30,26,13
11,1,5,3,6,6,266,461,530,47,59,15,24,30.0,4,30,26,11
11,1,5,3,36,-4,740,463,570,47,59,15,24,30.0,4,30,26,13
11,1,5,1,28,-6,2475,474,676,50,52,15,21,30.0,4,30,26,20
11,1,5,1,36,-3,740,476,585,50,52,15,21,30.0,4,30,26,19
11,1,5,4,23,-3,1417,477,673,50,52,15,21,30.0,4,30,26,23
11,1,5,4,16,-2,1626,478,631,50,52,15,21,30.0,4,30,26,20
11,1,5,3,51,29,1074,478,642,50,52,15,21,30.0,4,30,26,10
11,1,5,3,28,-1,2475,479,676,50,52,15,21,30.0,4,30,26,12
11,1,5,6,37,-6,290,479,573,50,52,15,21,30.0,4,30,26,25
11,1,5,0,26,-5,828,480,641,50,52,15,21,30.0,4,46,19,24
11,1,5,3,30,0,944,480,656,50,52,15,21,30.0,4,46,19,10
11,1,5,4,31,-5,1089,480,666,50,52,15,21,30.0,4,46,19,36
11,1,5,4,33,-4,1182,481,614,50,52,15,21,30.0,4,46,19,11
11,1,5,1,12,-4,541,481,621,50,52,15,21,30.0,4,46,19,21
11,1,5,4,30,-3,944,482,655,50,52,15,21,30.0,4,46,19,15
11,1,5,0,3,-2,765,483,584,50,52,15,21,30.0,4,46,19,24
11,1,5,0,47,-2,427,483,596,50,52,15,21,30.0,4,46,19,12
11,1,5,4,56,-7,2586,483,710,50,52,15,21,30.0,4,46,19,28
11,1,5,3,20,4,1069,484,667,50,52,15,21,30.0,4,46,19,25
11,1,5,4,58,-1,1598,484,719,50,52,15,21,30.0,4,46,19,29
11,1,5,4,52,0,2446,485,664,50,52,15,21,30.0,4,46,19,25
11,1,5,4,57,-6,2569,489,703,50,52,15,21,30.0,4,46,19,26
11,1,5,4,64,7,1005,492,658,50,52,15,21,30.0,4,46,19,21
11,1,5,3,47,6,427,494,592,50,52,15,21,30.0,4,46,19,21
11,1,5,3,50,71,264,494,507,50,52,15,21,30.0,4,46,19,27
11,1,5,3,59,-7,1990,498,706,50,52,15,21,30.0,4,46,19,26
11,1,5,1,31,8,1089,498,684,50,52,15,21,30.0,4,46,19,25
11,1,5,4,20,14,1069,499,659,50,52,15,21,30.0,4,46,19,26
11,1,5,1,17,0,1391,509,688,50,52,15,21,30.0,4,46,19,16
11,1,5,3,52,1,2446,511,706,50,52,15,21,30.0,4,46,19,22
11,1,5,3,28,-4,2475,511,714,50,52,15,21,30.0,4,46,19,25
11,1,5,4,1,2,760,512,656,50,52,15,21,30.0,4,46,19,16
11,1,5,4,28,-3,2475,512,705,50,52,15,21,30.0,4,46,19,16
11,1,5,3,4,88,187,515,500,50,52,15,21,30.0,4,46,19,22
11,1,5,3,7,37,301,517,564,50,52,15,21,30.0,4,46,19,15
11,1,5,3,55,-7,2422,518,727,50,52,15,21,30.0,4,46,19,15
11,1,5,4,10,-2,636,521,664,50,52,15,21,30.0,4,46,19,17
11,1,5,3,33,123,1182,523,544,50,52,15,21,30.0,4,46,19,13
11,1,5,0,22,-5,228,535,624,52,47,16,25,30.02,4,46,19,18
11,1,5,0,7,51,301,536,580,52,47,16,25,30.02,4,46,19,22
11,1,5,3,26,94,828,545,604,52,47,16,25,30.02,4,30,18,19
11,1,5,3,58,-5,1598,545,782,52,47,16,25,30.02,4,30,18,19
11,1,5,4,2,-8,1521,547,735,52,47,16,25,30.02,4,30,18,14
11,1,5,4,27,38,2248,548,670,52,47,16,25,30.02,4,30,18,23
11,1,5,0,54,0,718,550,691,52,47,16,25,30.02,4,30,18,15
11,1,5,1,28,-4,2475,551,749,52,47,16,25,30.02,4,30,18,18
11,1,5,2,57,-6,2569,554,770,52,47,16,25,30.02,4,30,18,23
11,1,5,3,30,-5,944,555,736,52,47,16,25,30.02,4,30,18,17
11,1,5,0,18,-7,509,555,689,52,47,16,25,30.02,4,30,18,18
11,1,5,3,2,54,1521,556,696,52,47,16,25,30.02,4,30,18,10
11,1,5,3,56,-3,2586,559,779,52,47,16,25,30.02,4,30,18,15
11,1,5,0,46,-10,273,565,648,52,47,16,25,30.02,4,30,18,22
11,1,5,3,61,0,1041,568,752,52,47,16,25,30.02,4,30,18,14
11,1,5,2,56,-1,2586,569,785,52,47,16,25,30.02,4,30,18,35
11,1,5,0,37,-5,290,570,657,52,47,16,25,30.02,4,30,18,19
11,1,5,2,55,2,2422,572,770,52,47,16,25,30.02,4,30,18,28
11,1,5,4,56,-6,2586,574,787,52,47,16,25,30.02,4,30,18,22
11,1,5,8,13,-3,483,577,692,52,47,16,25,30.02,4,30,18,11
11,1,5,0,36,0,740,580,686,52,47,16,25,30.02,4,30,18,25
11,1,5,0,50,-1,264,584,668,52,47,16,25,30.02,4,30,18,18
11,1,5,3,20,1,1069,591,778,54,43,15,21,30.05,4,30,18,18
11,1,5,3,7,-5,301,594,684,54,43,15,21,30.05,4,30,18,18
11,1,5,5,21,0,4983,600,900,54,43,15,21,30.05,4,16,19,15
11,1,5,3,39,-3,1028,602,785,54,43,15,21,30.05,4,16,19,15
11,1,5,3,28,-4,2475,604,804,54,43,15,21,30.05,4,16,19,14
11,1,5,4,28,21,2475,616,775,54,43,15,21,30.05,4,16,19,15
11,1,5,4,27,-5,2248,620,788,54,43,15,21,30.05,4,16,19,17
11,1,5,0,9,106,184,626,606,54,43,15,21,30.05,4,16,19,19
11,1,5,6,11,-3,425,626,737,54,43,15,21,30.05,4,16,19,20
11,1,5,0,4,-3,187,627,712,54,43,15,21,30.05,4,16,19,16
11,1,5,3,56,-7,2586,652,872,55,40,15,20,30.05,3,16,19,9
11,1,5,1,56,-6,2586,654,862,55,40,15,20,30.05,3,16,19,21
11,1,5,1,2,-4,1521,655,837,55,40,15,20,30.05,3,16,19,16
11,1,5,1,28,-3,2475,657,848,55,40,15,20,30.05,3,16,19,22
11,1,5,3,30,-4,944,661,840,55,40,15,20,30.05,3,29,17,16
11,1,5,4,32,-4,1029,664,795,55,40,15,20,30.05,3,29,17,16
11,1,5,1,31,3,1089,668,848,55,40,15,20,30.05,3,29,17,17
11,1,5,4,59,1,1990,672,862,55,40,15,20,30.05,3,29,17,22
11,1,5,3,8,37,2465,674,833,55,40,15,20,30.05,3,29,17,16
11,1,5,3,4,-2,187,675,747,55,40,15,20,30.05,3,29,17,17
11,1,5,4,56,0,2586,685,896,55,40,15,20,30.05,3,29,17,17
11,1,5,2,56,-4,2586,686,905,55,40,15,20,30.05,3,29,17,20
11,1,5,2,28,0,2475,690,890,55,40,15,20,30.05,3,29,17,22
11,1,5,4,12,-1,541,704,840,55,40,15,20,30.05,3,29,17,12
11,1,5,4,55,9,2422,705,898,55,40,15,20,30.05,3,29,17,19
11,1,5,0,15,197,213,712,599,57,39,16,21,30.06,4,29,17,25
11,1,5,3,28,-6,2475,714,913,57,39,16,21,30.06,4,29,17,13
11,1,5,4,28,11,2475,716,886,57,39,16,21,30.06,4,29,17,14
11,1,5,4,1,-1,760,718,865,57,39,16,21,30.06,4,29,17,18
11,1,5,4,58,0,1598,719,952,57,39,16,21,30.06,4,29,17,22
11,1,5,0,63,60,209,720,731,57,39,16,21,30.06,4,20,24,22
11,1,5,0,11,-5,425,735,848,57,39,16,21,30.06,4,20,24,15
11,1,5,0,6,0,266,735,814,57,39,16,21,30.06,4,20,24,23
11,1,5,3,20,48,1069,738,878,57,39,16,21,30.06,4,20,24,23
11,1,5,1,28,-9,2475,741,939,57,39,16,21,30.06,4,20,24,13
11,1,5,1,31,-3,1089,746,934,57,39,16,21,30.06,4,20,24,16
11,1,5,8,4,0,187,750,829,57,39,16,21,30.06,4,20,24,19
11,1,5,1,12,17,541,755,858,57,39,16,21,30.06,4,20,24,21
11,1,5,3,50,37,264,762,802,57,39,16,21,30.06,4,20,24,15
11,1,5,4,18,-7,509,767,899,57,39,16,21,30.06,4,20,24,17
11,1,5,0,36,-7,740,769,881,57,39,16,21,30.06,4,20,24,14
11,1,5,0,47,-5,427,778,889,57,36,16,17,30.08,3,20,24,12
11,1,5,3,4,0,187,780,849,57,36,16,17,30.08,3,22,32,15
11,1,5,3,23,-1,1417,785,976,57,36,16,17,30.08,3,22,32,13
11,1,5,2,28,-1,2475,804,1005,57,36,16,17,30.08,3,22,32,13
11,1,5,1,12,-5,541,806,937,57,36,16,17,30.08,3,22,32,16
11,1,5,7,7,0,301,810,897,57,36,16,17,30.08,3,22,32,14
11,1,5,0,22,0,228,815,894,57,36,16,17,30.08,3,22,32,18
11,1,5,1,42,8,2153,818,963,57,36,16,17,30.08,3,22,32,13
11,1,5,4,10,-5,636,820,953,57,36,16,17,30.08,3,22,32,26
11,1,5,4,1,-5,760,820,970,57,36,16,17,30.08,3,22,32,22
11,1,5,3,20,-6,1069,820,1013,57,36,16,17,30.08,3,22,32,21
11,1,5,3,39,137,1028,826,870,57,36,16,17,30.08,3,22,32,37
11,1,5,6,3,-7,765,833,938,57,37,15,17,30.1,3,22,32,23
11,1,5,3,64,-3,1005,853,1035,57,37,15,17,30.1,3,25,36,19
11,1,5,1,28,-7,2475,863,1063,57,37,15,17,30.1,3,25,36,18
11,1,5,3,28,-2,2475,867,1064,57,37,15,17,30.1,3,25,36,11
11,1,5,3,39,4,1028,873,1049,57,37,15,17,30.1,3,25,36,11
11,1,5,3,26,-10,828,874,1036,57,37,15,17,30.1,3,25,36,13
11,1,5,1,17,-3,1391,880,1066,57,37,15,17,30.1,3,25,36,14
11,1,5,6,43,-11,340,883,999,57,37,15,17,30.1,3,25,36,23
11,1,5,0,48,-6,288,884,985,57,37,15,17,30.1,3,25,36,39
11,1,5,3,10,31,636,887,987,57,37,15,17,30.1,3,25,36,11
11,1,5,0,43,-5,340,890,1011,57,37,15,17,30.1,3,25,36,17
11,1,5,0,54,-3,718,892,1036,55,40,15,14,30.12,3,25,36,19
11,1,5,4,23,-3,1417,892,1085,55,40,15,14,30.12,3,25,36,14
11,1,5,4,27,0,2248,895,1059,55,40,15,14,30.12,3,25,36,22
11,1,5,7,15,-3,213,897,995,55,40,15,14,30.12,3,25,36,16
11,1,5,4,31,-3,1089,907,1106,55,40,15,14,30.12,3,25,32,17
11,1,5,3,58,72,1598,911,1068,55,40,15,14,30.12,3,25,32,18
11,1,5,3,54,24,718,912,1029,55,40,15,14,30.12,3,25,32,15
11,1,5,6,24,-12,665,912,1072,55,40,15,14,30.12,3,25,32,13
11,1,5,8,13,-10,483,919,1046,55,40,15,14,30.12,3,25,32,19
11,1,5,6,37,-8,290,922,1022,55,40,15,14,30.12,3,25,32,23
11,1,5,3,56,-7,2586,923,1154,55,40,15,14,30.12,3,25,32,16
11,1,5,1,31,-3,1089,927,1123,55,40,15,14,30.12,3,25,32,23
11,1,5,3,33,32,1182,932,1051,55,40,15,14,30.12,3,25,32,13
11,1,5,4,30,-3,944,932,1119,55,40,15,14,30.12,3,25,32,21
11,1,5,3,4,-3,187,933,1011,55,40,15,14,30.12,3,25,32,28
11,1,5,3,1,49,760,934,1041,55,40,15,14,30.12,3,25,32,13
11,1,5,0,24,-7,665,938,1098,55,40,15,14,30.12,3,25,32,18
11,1,5,4,28,10,2475,940,1125,55,40,15,14,30.12,3,25,32,26
11,1,5,4,20,3,1069,943,1132,55,40,15,14,30.12,3,25,32,26
11,1,5,4,64,-4,1005,946,1133,55,40,15,14,30.12,3,25,32,19
11,1,5,4,1,8,760,947,1099,55,40,15,14,30.12,3,25,32,13
11,1,5,3,7,61,301,950,973,55,40,15,14,30.12,3,25,32,21
11,1,5,4,59,-7,1990,952,1163,53,43,16,15,30.14,3,25,32,22
11,1,5,1,36,-2,740,958,1077,53,43,16,15,30.14,3,25,32,17
11,1,5,7,36,0,740,959,1072,53,43,16,15,30.14,3,25,32,37
11,1,5,4,33,0,1182,960,1102,53,43,16,15,30.14,3,24,34,10
11,1,5,1,27,6,2248,965,1133,53,43,16,15,30.14,3,24,34,14
11,1,5,3,58,44,1598,973,1162,53,43,16,15,30.14,3,24,34,13
11,1,5,3,28,14,2475,974,1161,53,43,16,15,30.14,3,24,34,19
11,1,5,1,56,-2,2586,978,1200,53,43,16,15,30.14,3,24,34,20
11,1,5,6,14,-13,589,982,1131,53,43,16,15,30.14,3,24,34,17
11,1,5,3,30,4,944,982,1154,53,43,16,15,30.14,3,24,34,12
11,1,5,3,36,24,740,983,1072,53,43,16,15,30.14,3,24,34,19
11,1,5,3,52,-6,2446,984,1175,53,43,16,15,30.14,3,24,34,16
11,1,5,6,47,1,427,987,1097,53,43,16,15,30.14,3,24,34,23
11,1,5,3,20,-2,1069,988,1177,53,43,16,15,30.14,3,24,34,16
11,1,5,6,9,36,184,995,1034,53,43,16,15,30.14,3,24,34,13
11,1,5,0,7,-4,301,996,1104,53,43,16,15,30.14,3,24,34,16
11,1,5,1,42,15,2153,1000,1145,53,43,16,15,30.14,3,24,34,17
11,1,5,4,56,46,2586,1002,1178,53,43,16,15,30.14,3,24,34,17
11,1,5,3,6,278,266,1008,802,53,43,16,15,30.14,3,24,34,14
11,1,5,3,51,-9,1074,1010,1211,53,43,16,15,30.14,3,24,34,13
11,1,5,3,8,20,2465,1010,1187,53,43,16,15,30.14,3,24,34,16
11,1,5,2,28,-4,2475,1011,1225,52,43,8,16,30.17,3,24,34,18
11,1,5,2,56,-7,2586,1013,1245,52,43,8,16,30.17,3,24,34,24
11,1,5,1,28,-4,2475,1016,1225,52,43,8,16,30.17,3,24,34,15
11,1,5,4,1,-1,760,1018,1173,52,43,8,16,30.17,3,24,34,10
11,1,5,0,4,6,187,1021,1114,52,43,8,16,30.17,3,26,30,17
11,1,5,3,4,3,187,1023,1091,52,43,8,16,30.17,3,26,30,19
11,1,5,1,12,19,541,1029,1141,52,43,8,16,30.17,3,26,30,14
11,1,5,0,18,-5,509,1040,1180,52,43,8,16,30.17,3,26,30,19
11,1,5,3,47,17,427,1043,1131,52,43,8,16,30.17,3,26,30,12
11,1,5,3,29,-7,2465,1048,1247,52,43,8,16,30.17,3,26,30,15
11,1,5,3,28,26,2475,1066,1234,52,43,8,16,30.17,3,26,30,19
11,1,5,0,47,-2,427,1068,1191,52,43,8,16,30.17,3,26,30,14
11,1,5,3,60,17,2521,1069,1251,52,43,8,16,30.17,3,26,30,18
11,1,5,3,55,-8,2422,1069,1279,52,43,8,16,30.17,3,26,30,15
11,1,5,4,42,-7,2153,1072,1233,50,44,8,17,30.2,3,26,30,18
11,1,5,1,56,10,2586,1075,1285,50,44,8,17,30.2,3,26,30,17
11,1,5,4,40,-2,2454,1078,1286,50,44,8,17,30.2,3,26,30,21
11,1,5,3,57,3,2569,1083,1292,50,44,8,17,30.2,3,34,35,21
11,1,5,3,35,4,2429,1084,1270,50,44,8,17,30.2,3,34,35,18
11,1,5,7,3,-4,765,1091,1195,50,44,8,17,30.2,3,34,35,7
11,1,5,4,17,-4,1391,1096,1287,50,44,8,17,30.2,3,34,35,13
11,1,5,4,53,-6,1587,1099,1293,50,44,8,17,30.2,3,34,35,12
11,1,5,3,45,-4,2378,1106,1292,50,44,8,17,30.2,3,34,35,22
11,1,5,1,53,-3,1587,1106,1309,50,44,8,17,30.2,3,34,35,15
11,1,5,4,55,-2,2422,1107,1319,50,44,8,17,30.2,3,34,35,26
11,1,5,3,64,89,1005,1109,1203,50,44,8,17,30.2,3,34,35,16
11,1,5,3,7,-4,301,1111,1205,50,44,8,17,30.2,3,34,35,21
11,1,5,2,55,-5,2422,1115,1325,50,44,8,17,30.2,3,34,35,28
11,1,5,4,28,-4,2475,1116,1310,50,44,8,17,30.2,3,34,35,19
11,1,5,4,2,-2,1521,1123,1316,50,44,8,17,30.2,3,34,35,10
11,1,5,4,1,3,760,1128,1279,50,44,8,17,30.2,3,34,35,19
11,1,5,0,14,-5,589,1130,1279,50,44,8,17,30.2,3,34,35,21
11,1,5,3,34,-1,2576,1138,1351,50,44,8,17,30.2,3,34,35,22
11,1,5,1,12,10,541,1149,1276,50,44,8,17,30.2,3,40,24,15
11,1,5,3,30,81,944,1150,1245,50,44,8,17,30.2,3,40,24,18
11,1,5,4,30,-8,944,1157,1351,50,44,8,17,30.2,3,40,24,13
11,1,5,6,37,-9,290,1160,1261,50,44,8,17,30.2,3,40,24,36
11,1,5,1,28,52,2475,1161,1316,49,48,7,12,30.21,3,40,24,34
11,1,5,3,20,33,1069,1163,1318,49,48,7,12,30.21,3,40,24,23
11,1,5,4,64,-5,1005,1163,1354,49,48,7,12,30.21,3,40,24,15
11,1,5,4,28,-2,2475,1163,1375,49,48,7,12,30.21,3,40,24,21
11,1,5,4,52,-4,2446,1164,1360,49,48,7,12,30.21,3,40,24,19
11,1,5,4,31,-1,1089,1164,1357,49,48,7,12,30.21,3,40,24,17
11,1,5,0,11,-4,425,1166,1307,49,48,7,12,30.21,3,40,24,31
11,1,5,4,32,0,1029,1169,1311,49,48,7,12,30.21,3,40,24,31
11,1,5,3,56,-9,2586,1171,1409,49,48,7,12,30.21,3,40,24,31
11,1,5,3,27,-3,2248,1173,1349,49,48,7,12,30.21,3,40,24,37
11,1,5,3,59,-6,1990,1176,1389,49,48,7,12,30.21,3,40,24,38
11,1,5,4,12,-6,541,1179,1341,49,48,7,12,30.21,3,40,24,14
11,1,5,4,16,-4,1626,1181,1343,49,48,7,12,30.21,3,40,24,40
11,1,5,0,26,-2,828,1186,1362,49,48,7,12,30.21,3,40,24,32
11,1,5,6,3,-11,765,1188,1303,49,48,7,12,30.21,3,40,24,19
11,1,5,3,0,-9,1826,1191,1387,49,48,7,12,30.21,3,40,24,23
11,1,5,4,56,-7,2586,1198,1428,49,48,7,12,30.21,3,40,24,30
11,1,5,7,36,0,740,1199,1323,49,48,7,12,30.21,3,40,24,41
11,1,5,0,4,0,187,1199,1303,49,48,7,12,30.21,3,40,24,39
11,1,5,2,28,-5,2475,1200,1415,49,48,7,12,30.21,3,25,35,37
11,1,5,4,58,-6,1598,1209,15,49,48,7,12,30.21,3,25,35,34
11,1,5,1,28,9,2475,1209,1408,49,48,7,12,30.21,3,25,35,32
11,1,5,8,13,-5,483,1220,1349,49,48,7,12,30.21,3,25,35,10
11,1,5,1,28,1,2475,1231,1435,49,48,7,12,30.21,3,25,35,19
11,1,5,3,26,6,828,1236,1387,49,48,7,12,30.21,3,25,35,19
11,1,5,0,47,-1,427,1239,1361,49,48,7,12,30.21,3,25,35,13
11,1,5,3,63,101,209,1240,1215,49,48,7,12,30.21,3,25,35,18
11,1,5,3,39,-2,1028,1241,1426,49,48,7,12,30.21,3,25,35,22
11,1,5,1,31,156,1089,1251,1292,47,52,7,15,30.23,3,25,35,16
11,1,5,0,43,-7,340,1253,1374,47,52,7,15,30.23,3,25,35,16
11,1,5,3,16,39,1626,1253,1369,47,52,7,15,30.23,3,25,35,17
11,1,5,3,44,-3,1617,1257,59,47,52,7,15,30.23,3,25,35,17
11,1,5,3,42,34,2153,1260,1389,47,52,7,15,30.23,3,34,27,18
11,1,5,4,15,0,213,1260,1349,47,52,7,15,30.23,3,34,27,20
11,1,5,4,27,6,2248,1261,1426,47,52,7,15,30.23,3,34,27,18
11,1,5,3,40,0,2454,1268,29,47,52,7,15,30.23,3,34,27,19
11,1,5,1,56,-6,2586,1269,54,47,52,7,15,30.23,3,34,27,20
11,1,5,4,1,-5,760,1270,1433,47,52,7,15,30.23,3,34,27,12
11,1,5,1,42,-4,2153,1278,1439,47,52,7,15,30.23,3,34,27,12
11,1,5,6,47,-9,427,1281,1401,47,52,7,15,30.23,3,34,27,27
11,1,5,3,28,2,2475,1282,36,47,52,7,15,30.23,3,34,27,16
11,1,5,1,2,-7,1521,1283,42,47,52,7,15,30.23,3,34,27,13
11,1,5,0,63,-5,209,1284,1379,47,52,7,15,30.23,3,34,27,19
11,1,5,0,22,-4,228,1285,1383,47,52,7,15,30.23,3,34,27,13
11,1,5,3,27,-4,2248,1286,17,47,52,7,15,30.23,3,34,27,18
11,1,5,0,9,-1,184,1288,1377,47,52,7,15,30.23,3,34,27,31
11,1,5,0,7,-1,301,1288,1400,47,52,7,15,30.23,3,34,27,17
11,1,5,3,2,-5,1521,1290,47,47,52,7,15,30.23,3,34,27,16
11,1,5,3,28,115,2475,1295,1387,47,52,7,15,30.23,3,34,27,14
11,1,5,0,50,-2,264,1298,1394,47,52,7,15,30.23,3,34,27,16
11,1,5,3,64,-6,1005,1299,44,47,52,7,15,30.23,3,34,27,14
11,1,5,0,37,10,290,1299,1388,47,52,7,15,30.23,3,34,27,17
11,1,5,3,56,-7,2586,1302,79,47,52,7,15,30.23,3,34,27,20
11,1,5,3,51,-3,1074,1307,61,47,52,7,15,30.23,3,34,27,16
11,1,5,1,28,19,2475,1309,55,47,52,7,15,30.23,3,34,27,20
11,1,5,0,46,-4,273,1321,1412,45,56,7,9,30.23,3,21,30,28
11,1,5,0,6,-6,266,1329,1428,45,56,7,9,30.23,3,21,30,19
11,1,5,3,30,24,944,1347,51,45,56,7,9,30.23,3,21,30,15
11,1,5,3,7,-10,301,1365,18,45,56,7,9,30.23,3,21,30,15
11,1,5,3,28,7,2475,1367,114,45,56,7,9,30.23,3,21,30,15
11,1,5,3,6,-4,266,1371,9,44,55,7,12,30.24,3,21,30,22
11,1,5,1,4,-8,187,1372,22,44,55,7,12,30.24,3,21,30,16
11,1,5,3,50,-6,264,1374,18,44,55,7,12,30.24,3,21,30,13
11,1,5,3,4,27,187,1402,3,44,55,7,12,30.24,3,25,24,16
11,1,5,3,38,54,150,1424,1429,68,96,9,33,29.55,13,25,24,12
11,1,5,3,58,25,1598,1425,188,68,96,9,33,29.55,13,25,24,18
11,1,5,3,5,-2,1576,1437,222,68,96,9,33,29.55,13,25,24,17
11,2,6,3,20,-7,1069,294,482,38,76,2,3,30.25,3,1,6,16
11,2,6,3,58,9,1598,310,523,38,76,2,3,30.25,3,8,16,15
11,2,6,3,10,-7,636,317,448,38,76,2,3,30.25,3,8,16,14
11,2,6,3,30,-7,944,338,513,38,76,2,3,30.25,3,8,16,19
11,2,6,4,1,-4,760,356,496,38,79,5,5,30.25,3,8,16,18
11,2,6,1,28,0,2475,360,553,38,79,5,5,30.25,3,15,17,15
11,2,6,1,12,-5,541,385,514,38,79,5,5,30.25,3,15,17,15
11,2,6,1,42,-4,2153,386,546,38,79,5,5,30.25,3,15,17,20
11,2,6,1,17,-6,1391,399,577,38,79,5,5,30.25,3,15,17,20
11,2,6,3,33,0,1182,400,544,38,79,5,5,30.25,3,15,17,16
11,2,6,3,54,-10,718,409,562,38,79,5,5,30.25,3,15,17,22
11,2,6,4,4,-11,187,409,500,38,79,5,5,30.25,3,15,17,19
11,2,6,3,1,-7,760,411,572,44,68,6,6,30.26,3,15,17,15
11,2,6,1,56,-9,2586,411,626,44,68,6,6,30.26,3,15,17,21
11,2,6,3,63,-8,209,412,493,44,68,6,6,30.26,3,15,17,16
11,2,6,4,28,-2,2475,418,605,44,68,6,6,30.26,3,15,17,16
11,2,6,4,59,-1,1990,418,618,44,68,6,6,30.26,3,15,17,23
11,2,6,4,55,-6,2422,419,615,44,68,6,6,30.26,3,15,17,20
11,2,6,3,50,-2,264,421,507,44,68,6,6,30.26,3,27,21,28
11,2,6,2,55,-7,2422,423,630,44,68,6,6,30.26,3,27,21,24
11,2,6,3,4,-3,187,424,500,44,68,6,6,30.26,3,27,21,19
11,2,6,3,28,-1,2475,424,624,44,68,6,6,30.26,3,27,21,26
11,2,6,4,32,6,1029,425,548,44,68,6,6,30.26,3,27,21,29
11,2,6,3,7,60,301,425,445,44,68,6,6,30.26,3,27,21,19
11,2,6,3,51,-12,1074,437,642,44,68,6,6,30.26,3,27,21,20
11,2,6,2,40,-6,2454,439,640,44,68,6,6,30.26,3,27,21,22
11,2,6,3,64,-3,1005,444,627,44,68,6,6,30.26,3,27,21,18
11,2,6,3,26,-5,828,446,604,44,68,6,6,30.26,3,27,21,18
11,2,6,3,6,-7,266,448,530,44,68,6,6,30.26,3,27,21,19
11,2,6,2,56,-8,2586,457,680,44,68,6,6,30.26,3,27,21,23
11,2,6,2,28,1,2475,461,660,44,68,6,6,30.26,3,27,21,25
11,2,6,3,36,-2,740,465,570,44,68,6,6,30.26,3,27,21,12
11,2,6,4,33,-15,1182,470,612,44,68,6,6,30.26,3,27,21,16
11,2,6,1,36,-8,740,471,585,46,61,6,9,30.24,3,27,21,33
11,2,6,3,7,-9,301,471,564,46,61,6,9,30.24,3,27,21,13
11,2,6,4,16,-7,1626,473,628,46,61,6,9,30.24,3,27,21,16
11,2,6,0,50,-7,264,473,573,46,61,6,9,30.24,3,27,21,14
11,2,6,1,12,-2,541,477,608,46,61,6,9,30.24,3,27,21,17
11,2,6,3,30,-2,944,478,656,46,61,6,9,30.24,3,27,21,15
11,2,6,4,20,-6,1069,479,656,46,61,6,9,30.24,3,27,21,13
11,2,6,4,30,-5,944,480,650,46,61,6,9,30.24,3,47,18,15
11,2,6,6,37,-5,290,480,573,46,61,6,9,30.24,3,47,18,16
11,2,6,4,64,-4,1005,481,655,46,61,6,9,30.24,3,47,18,10
11,2,6,4,31,-4,1089,481,659,46,61,6,9,30.24,3,47,18,29
11,2,6,3,20,4,1069,484,667,46,61,6,9,30.24,3,47,18,22
11,2,6,4,52,-1,2446,484,661,46,61,6,9,30.24,3,47,18,14
